#{"t_start": 1522684763.0765584, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
5.0,350,1000.503584
1.0,153,1003.483017
9.0,378,1010.797496
6.0,402,1018.118366
5.0,348,1024.683773
0.0,123,1026.920604
5.0,352,1034.106125
1.0,157,1036.922976
1.0,157,1039.60728
2.0,200,1043.234665
2.0,183,1046.846597
2.0,190,1050.401187
0.0,123,1052.808316
1.0,153,1055.665203
2.0,198,1059.621756
4.0,297,1065.00106
6.0,401,1072.429146
1.0,157,1075.33603
2.0,223,1079.379615
3.0,235,1083.966581
0.0,125,1086.382753
3.0,216,1090.316992
4.0,299,1095.655945
0.0,127,1098.22568
0.0,125,1100.394725
1.0,155,1103.223935
4.0,261,1108.660008
1.0,153,1111.399832
0.0,127,1113.323142
0.0,127,1115.395995
9.0,404,1123.1286
0.0,129,1125.474013
0.0,129,1127.603769
3.0,252,1132.058871
3.0,232,1136.367834
2.0,203,1140.029084
6.0,343,1146.393513
5.0,348,1153.440623
7.0,427,1161.521823
4.0,247,1165.879051
1.0,175,1168.697374
0.0,125,1171.082537
2.0,185,1174.571958
2.0,187,1177.791737
4.0,267,1182.956387
0.0,127,1185.381387
5.0,310,1191.396779
2.0,223,1195.642494
0.0,127,1197.782531
0.0,129,1200.117998
8.0,448,1209.268469
1.0,155,1212.300064
5.0,309,1218.454817
3.0,216,1222.825886
0.0,129,1225.354543
1.0,174,1228.948129
3.0,276,1233.961113
5.0,312,1239.480262
5.0,294,1244.497762
5.0,348,1251.486097
0.0,127,1253.962942
5.0,350,1260.277304
1.0,155,1263.191308
0.0,129,1265.671592
7.0,250,1271.068043
0.0,129,1273.271442
4.0,282,1278.610641
3.0,228,1283.118658
0.0,127,1285.546505
0.0,129,1287.780929
14.0,616,1300.063987
1.0,155,1302.458986
9.0,404,1309.596164
0.0,127,1312.10102
3.0,228,1316.318412
0.0,129,1318.966071
3.0,214,1323.30299
1.0,157,1325.950966
2.0,205,1329.486546
1.0,155,1332.176179
2.0,220,1336.299619
7.0,403,1343.886726
0.0,129,1346.166042
4.0,301,1352.067123
2.0,226,1356.191217
2.0,203,1360.078354
5.0,372,1366.986294
6.0,378,1374.090167
14.0,548,1385.294006
9.0,404,1392.939074
2.0,198,1396.388033
9.0,329,1402.291675
5.0,295,1408.130836
0.0,125,1410.12481
5.0,329,1416.902499
9.0,328,1422.945312
12.0,523,1432.740701
1.0,157,1436.067493
3.0,252,1440.669561
2.0,204,1444.581954
6.0,397,1452.043504
12.0,502,1461.560316
3.0,272,1467.326442
7.0,426,1475.78692
2.0,199,1479.59686
3.0,277,1484.971785
6.0,379,1492.463529
2.0,202,1496.393284
3.0,231,1500.565846
1.0,178,1504.060962
0.0,129,1505.995746
12.0,473,1515.290837
13.0,354,1521.666403
12.0,475,1531.04415
2.0,204,1535.009435
13.0,491,1544.644035
1.0,178,1548.105999
9.0,424,1556.409472
2.0,204,1560.281557
3.0,235,1564.404103
20.0,683,1577.382374
8.0,281,1583.23729
1.0,153,1586.174918
2.0,183,1589.698578
1.0,155,1592.32615
13.0,598,1603.315139
18.0,618,1615.169953
7.0,425,1623.350084
10.0,377,1630.29868
0.0,129,1632.977782
12.0,602,1644.822541
1.0,155,1647.915929
11.0,479,1657.164702
18.0,664,1670.502714
3.0,230,1674.541061
5.0,354,1681.115376
4.0,248,1685.437185
7.0,369,1692.56051
12.0,285,1697.809624
10.0,544,1708.196778
9.0,425,1715.762589
3.0,230,1720.474678
7.0,451,1729.211132
9.0,443,1737.656918
3.0,234,1741.510761
2.0,204,1744.910101
12.0,591,1756.049657
3.0,248,1760.211989
19.0,649,1772.757081
16.0,453,1780.794583
7.0,450,1789.385562
10.0,398,1797.54205
12.0,451,1806.325637
16.0,617,1817.779945
7.0,451,1826.190933
9.0,347,1832.77631
9.0,488,1842.324014
15.0,597,1853.847191
14.0,560,1864.683432
4.0,284,1870.180013
7.0,401,1877.78107
13.0,370,1884.632637
3.0,231,1889.265595
14.0,402,1897.391417
8.0,438,1905.681816
12.0,543,1916.215722
17.0,589,1927.41438
23.0,832,1943.370064
3.0,257,1948.227079
14.0,574,1959.147653
7.0,400,1966.451885
7.0,430,1974.615532
18.0,664,1987.352115
17.0,497,1996.997837
13.0,619,2008.836553
16.0,639,2020.457491
19.0,589,2031.30963
21.0,637,2043.429624
18.0,719,2056.322888
8.0,461,2064.987312
16.0,723,2078.473997
7.0,389,2085.483546
18.0,535,2095.945853
23.0,729,2109.029171
17.0,613,2120.939955
6.0,376,2127.210792
7.0,388,2134.388941
19.0,667,2146.822743
18.0,589,2157.306182
20.0,671,2169.305078
37.0,831,2184.6942
9.0,465,2193.515428
7.0,392,2201.527038
22.0,699,2214.43223
12.0,601,2226.09351
9.0,500,2235.247629
13.0,574,2246.823816
18.0,541,2257.145632
21.0,678,2270.423209
21.0,843,2286.50282
13.0,642,2298.639555
31.0,901,2316.209436
10.0,561,2326.631412
18.0,538,2336.808516
14.0,592,2347.62393
24.0,675,2360.66504
14.0,542,2371.416987
17.0,767,2385.668566
13.0,608,2397.374226
16.0,680,2409.824537
10.0,481,2419.619838
19.0,854,2436.876803
22.0,563,2447.693982
18.0,728,2462.77448
22.0,775,2478.048791
22.0,822,2493.09813
17.0,578,2504.333879
22.0,760,2518.951873
10.0,582,2530.125263
25.0,739,2544.085847
38.0,902,2562.124909
27.0,1045,2581.414309
31.0,891,2598.93943
38.0,1086,2619.200811
25.0,806,2634.488693
26.0,851,2650.344524
44.0,1138,2672.259123
19.0,860,2689.165305
19.0,833,2705.657604
38.0,1191,2727.73828
26.0,912,2744.209329
14.0,613,2755.794029
29.0,1123,2777.363737
44.0,1174,2800.068355
27.0,760,2814.738816
29.0,647,2826.416357
37.0,1112,2847.82444
51.0,1059,2867.343403
23.0,737,2881.669307
13.0,601,2893.099228
42.0,1090,2913.597586
66.0,1321,2938.073615
44.0,1162,2960.251122
42.0,677,2972.774725
55.0,1344,2999.098317
26.0,973,3018.284425
50.0,1116,3040.272887
72.0,1554,3071.055302
32.0,929,3088.567501
50.0,1250,3112.247686
32.0,946,3130.178423
40.0,1023,3149.867511
26.0,938,3167.97553
56.0,1340,3194.432953
64.0,1261,3218.553435
40.0,853,3235.045772
68.0,1451,3261.601209
80.0,1477,3290.930539
48.0,948,3309.643868
50.0,1220,3332.592491
55.0,1384,3358.040321
