#{"t_start": 1522684763.0847228, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,218,5.63161
0.0,127,7.070412
1.0,175,9.096019
1.0,155,10.874765
1.0,157,12.736066
0.0,129,14.16339
3.0,234,16.880631
4.0,317,20.673307
2.0,223,23.327235
1.0,173,25.343236
2.0,204,27.699576
0.0,127,29.169355
1.0,176,31.187027
1.0,152,32.943151
0.0,129,34.418434
0.0,129,35.874072
1.0,153,37.60355
0.0,127,39.044673
1.0,173,41.041718
4.0,297,44.598659
0.0,129,46.015124
2.0,182,48.209337
1.0,173,50.279757
0.0,125,51.727426
0.0,129,53.150086
0.0,129,54.574219
1.0,157,56.420557
8.0,374,60.998686
1.0,173,62.961575
0.0,127,64.425851
0.0,127,65.871353
1.0,172,67.85718
0.0,123,69.225235
1.0,175,71.231883
0.0,129,72.668768
2.0,222,75.304433
2.0,225,77.983722
0.0,125,79.393378
1.0,173,81.405362
2.0,201,83.75422
0.0,127,85.14703
2.0,206,87.571406
1.0,173,89.612751
0.0,125,90.989754
0.0,127,92.477289
1.0,170,94.403348
0.0,129,95.906524
2.0,221,98.514687
3.0,270,101.823184
0.0,129,103.306653
4.0,323,107.219367
0.0,127,108.698127
1.0,176,110.764299
12.0,428,116.009571
2.0,225,118.744672
1.0,151,120.564501
3.0,234,123.448664
0.0,129,124.890065
0.0,125,126.265497
0.0,127,127.727138
3.0,232,131.359194
0.0,125,133.544148
0.0,129,136.106069
0.0,127,138.735892
3.0,250,143.496725
0.0,127,146.024184
4.0,319,152.560159
0.0,127,154.770772
0.0,127,156.843227
1.0,176,160.382278
0.0,129,162.465384
2.0,184,165.555227
0.0,127,168.092736
1.0,174,170.898693
4.0,325,177.161779
2.0,221,181.38809
2.0,198,185.17886
0.0,127,187.497206
0.0,129,189.942904
0.0,129,192.107883
0.0,127,194.473633
3.0,230,199.018023
0.0,129,201.290334
0.0,123,203.98298
0.0,129,206.2488
1.0,175,209.201484
1.0,171,211.876196
0.0,125,214.857862
3.0,268,219.831506
1.0,175,223.241578
1.0,173,226.390301
3.0,269,231.578078
0.0,129,233.945734
0.0,125,236.411353
1.0,153,239.112897
4.0,301,245.097089
1.0,171,248.236048
0.0,125,250.467286
0.0,129,252.53749
4.0,322,258.437916
3.0,252,263.733085
0.0,129,266.110364
3.0,232,270.303592
1.0,175,273.315053
2.0,202,277.009127
0.0,123,279.26854
1.0,157,282.070379
0.0,129,284.515052
0.0,127,286.544984
4.0,301,292.704233
1.0,173,296.492512
0.0,129,298.687387
0.0,127,301.310517
2.0,222,305.656238
3.0,251,310.29871
0.0,127,312.636916
2.0,184,315.599861
1.0,170,319.133028
1.0,173,322.439265
4.0,299,328.28352
2.0,220,332.201599
1.0,170,335.280063
5.0,372,342.265716
1.0,153,345.094729
0.0,127,347.416085
11.0,505,357.408814
2.0,202,361.080851
1.0,155,364.158334
0.0,129,366.450182
0.0,125,368.550414
0.0,127,371.266763
2.0,222,375.604773
1.0,173,379.003587
0.0,129,381.434176
2.0,202,385.748975
6.0,382,393.032735
5.0,352,399.280155
0.0,129,401.468126
0.0,129,403.673988
0.0,127,406.158366
0.0,129,408.391963
0.0,127,410.738098
10.0,451,419.509864
1.0,178,422.564369
6.0,398,430.221471
0.0,129,432.512998
0.0,127,435.080107
9.0,404,442.899853
0.0,127,445.149411
3.0,250,449.867067
2.0,200,453.483547
0.0,129,455.871094
0.0,129,458.184161
5.0,350,465.517879
0.0,129,467.564172
5.0,352,474.105874
0.0,129,476.276292
0.0,129,478.673747
3.0,228,482.804939
0.0,127,485.416881
5.0,350,492.491461
4.0,301,497.692062
0.0,129,500.127378
0.0,127,502.387963
0.0,125,504.404609
0.0,127,506.642457
4.0,299,511.849746
0.0,127,514.045416
2.0,202,517.345561
0.0,125,519.592175
2.0,200,523.001605
0.0,129,525.051394
2.0,202,528.791991
0.0,129,531.12751
2.0,200,534.314343
0.0,127,536.454185
0.0,129,538.66624
5.0,350,546.114003
0.0,129,548.893135
2.0,202,552.495371
0.0,129,554.771512
9.0,404,563.226685
0.0,127,565.316754
0.0,129,567.770479
2.0,200,571.284427
0.0,129,573.5288
2.0,202,577.45073
5.0,350,584.672735
2.0,200,588.61461
4.0,297,594.444018
0.0,125,596.72673
0.0,129,598.892626
5.0,350,605.739066
2.0,198,609.687983
0.0,123,611.959062
4.0,299,617.394874
0.0,129,619.670084
2.0,202,623.204653
5.0,350,629.654101
5.0,350,635.965403
10.0,431,644.700342
9.0,404,652.258721
0.0,129,654.777388
0.0,125,657.069457
2.0,198,660.61213
9.0,404,668.750345
2.0,202,672.629906
0.0,129,674.906802
4.0,298,680.755247
2.0,200,684.746028
3.0,230,689.044954
0.0,127,691.11343
9.0,404,699.118353
0.0,129,700.919888
5.0,350,707.520756
5.0,350,714.26635
0.0,127,716.252377
2.0,200,720.037536
10.0,454,728.494468
9.0,404,736.320957
2.0,202,740.032012
9.0,425,748.008751
6.0,397,755.504171
0.0,127,757.843071
8.0,458,767.34198
2.0,200,770.678665
5.0,350,776.768689
2.0,202,781.401501
0.0,127,783.300337
0.0,127,785.787998
11.0,484,796.114749
4.0,297,801.716007
0.0,129,803.897702
4.0,297,809.558939
0.0,127,811.947291
2.0,202,816.126356
3.0,251,820.891648
3.0,248,825.612283
2.0,204,829.747033
0.0,129,831.834372
0.0,125,834.062065
0.0,125,836.158965
0.0,125,838.577912
2.0,202,842.485798
2.0,202,846.036537
0.0,129,848.59791
0.0,127,850.576283
0.0,127,853.196725
9.0,404,861.836582
0.0,129,863.880755
0.0,129,866.235334
0.0,129,868.637243
8.0,372,875.470686
0.0,125,877.600769
11.0,482,886.559249
2.0,202,890.575204
12.0,534,901.079935
3.0,248,906.205295
0.0,129,908.762683
0.0,127,910.922478
3.0,249,915.994075
2.0,200,919.387807
9.0,401,927.473515
0.0,129,929.802818
6.0,399,937.627467
16.0,561,948.450701
0.0,127,950.83214
1.0,178,953.925605
2.0,200,958.106373
9.0,404,965.8566
0.0,129,967.871392
0.0,129,970.238003
0.0,129,972.606345
4.0,319,978.723629
0.0,129,980.966543
2.0,187,984.153523
0.0,129,986.751417
5.0,346,994.217523
5.0,350,1001.320231
5.0,329,1007.632376
3.0,248,1012.299834
0.0,125,1014.425179
0.0,127,1016.482673
