#{"t_start": 1522684762.9628785, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,278,6.526023
0.0,127,7.940207
3.0,252,10.948877
1.0,173,12.981483
0.0,127,14.422382
2.0,224,16.999816
0.0,125,18.415316
3.0,273,21.634756
1.0,155,23.424008
5.0,336,27.474428
0.0,129,28.961019
4.0,262,32.080719
2.0,222,34.738399
5.0,352,38.987486
3.0,253,41.978417
2.0,201,44.349752
3.0,249,47.302015
1.0,157,49.192995
0.0,129,50.663361
1.0,173,52.681876
2.0,205,55.080262
4.0,300,58.724633
1.0,157,60.536953
1.0,173,62.551302
2.0,222,65.184165
0.0,127,66.595753
0.0,129,68.073056
1.0,173,70.085042
0.0,129,71.517801
4.0,321,75.371503
4.0,299,78.98361
3.0,252,81.991895
4.0,301,85.616662
2.0,202,87.972565
0.0,125,89.401431
1.0,155,91.179573
0.0,127,92.633322
3.0,235,95.426853
0.0,127,96.860268
2.0,203,99.256547
2.0,198,101.633549
2.0,204,104.050906
3.0,256,107.123842
0.0,127,108.616325
3.0,251,111.645566
0.0,125,113.055773
2.0,222,115.699944
1.0,155,117.478007
2.0,200,119.925131
2.0,200,122.357583
0.0,129,123.870904
0.0,129,125.297114
0.0,129,126.760412
0.0,129,128.245243
0.0,127,129.703937
3.0,214,134.152292
2.0,220,138.558415
2.0,200,142.62193
0.0,127,144.724977
2.0,204,148.708871
0.0,129,151.323128
0.0,129,153.647719
1.0,178,156.789822
0.0,129,159.349829
2.0,222,163.386491
1.0,155,166.100353
1.0,171,169.086773
0.0,125,171.095626
1.0,176,174.471419
1.0,157,177.302936
0.0,129,179.416994
0.0,127,182.00197
0.0,129,184.183454
0.0,127,186.721899
0.0,129,189.086415
1.0,171,192.169585
0.0,127,194.278273
4.0,280,200.162553
3.0,255,205.24969
0.0,127,207.580604
3.0,226,211.150452
0.0,129,213.798869
1.0,155,217.018407
0.0,127,219.214045
1.0,157,222.116439
1.0,157,224.968818
0.0,129,227.254602
2.0,220,231.560148
1.0,155,234.348107
1.0,170,237.897029
0.0,125,240.026417
5.0,346,246.725966
0.0,123,248.945219
