#{"t_start": 1522684763.0107737, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,4.568681
0.0,129,6.029296
0.0,125,7.46287
0.0,129,8.897281
0.0,125,10.317969
0.0,127,11.746523
1.0,157,13.571266
0.0,125,14.953307
2.0,200,17.238152
0.0,127,18.665694
1.0,171,20.624594
0.0,129,22.052069
0.0,129,23.522557
2.0,220,26.117727
2.0,219,28.696935
0.0,125,30.141871
1.0,155,31.921353
1.0,157,33.744163
5.0,327,37.659936
3.0,248,40.631317
4.0,299,44.182577
2.0,203,46.583854
2.0,186,48.814561
0.0,129,50.30393
0.0,125,51.759274
3.0,277,55.03618
1.0,175,57.066303
1.0,173,59.125914
0.0,127,60.575407
2.0,202,62.920021
2.0,202,65.28419
0.0,125,66.698696
1.0,176,68.746762
0.0,129,70.22403
3.0,247,73.093171
1.0,155,74.861064
1.0,174,76.92641
2.0,222,79.601962
0.0,127,81.005112
0.0,129,82.435534
2.0,204,84.809994
0.0,129,86.24241
1.0,174,88.278901
3.0,229,91.00294
4.0,300,94.65431
0.0,127,96.094283
5.0,351,100.402173
2.0,224,103.083968
2.0,222,105.743691
1.0,155,107.545555
0.0,127,109.012775
2.0,202,111.399982
0.0,129,112.889688
0.0,129,114.346756
6.0,375,118.982812
0.0,127,120.458884
2.0,205,122.966769
2.0,219,125.553326
0.0,125,126.972185
2.0,204,129.429606
0.0,129,131.850184
4.0,321,138.483239
0.0,127,140.926307
0.0,129,143.363941
2.0,202,147.306129
0.0,129,149.813949
2.0,224,154.066519
1.0,175,157.065346
0.0,129,159.577349
2.0,202,163.093103
0.0,129,165.282031
2.0,204,169.186594
0.0,129,171.143242
2.0,199,174.990844
0.0,129,177.290737
6.0,419,185.689724
0.0,127,187.90729
5.0,352,194.693767
4.0,274,200.256277
1.0,172,203.708355
3.0,230,208.10203
1.0,170,210.760523
0.0,127,212.98041
1.0,176,216.704032
0.0,127,219.105259
0.0,129,221.339193
0.0,129,223.672415
0.0,129,226.014079
2.0,219,230.525887
2.0,224,234.380482
1.0,173,237.96356
0.0,127,240.307533
4.0,277,245.465354
2.0,185,248.952283
0.0,127,251.248837
2.0,200,254.579946
1.0,155,257.283932
1.0,157,260.396931
1.0,173,263.981326
1.0,171,267.25281
1.0,171,270.110715
5.0,371,277.005886
1.0,176,280.098819
0.0,123,282.434133
1.0,158,285.365041
5.0,283,290.739945
0.0,129,293.283944
1.0,157,296.672614
0.0,127,299.090791
7.0,323,305.671133
0.0,127,307.804873
1.0,175,311.025409
1.0,173,314.120816
4.0,321,320.629793
0.0,129,322.926516
1.0,173,326.108493
0.0,129,328.578594
9.0,403,335.93838
0.0,127,338.05783
2.0,202,341.841077
0.0,129,344.201931
0.0,127,346.760953
0.0,127,348.722813
0.0,129,351.201099
0.0,127,353.655296
2.0,198,357.1856
0.0,127,359.361702
5.0,331,365.753174
0.0,129,368.099753
0.0,129,370.92902
0.0,123,372.989896
0.0,127,375.56808
0.0,129,377.97791
0.0,127,380.331605
3.0,244,385.409549
0.0,125,387.866826
0.0,125,389.996927
0.0,129,392.131704
3.0,270,396.886019
1.0,173,399.93567
0.0,127,402.002223
3.0,248,406.944491
2.0,200,410.752529
0.0,127,413.006073
5.0,350,419.692115
4.0,297,425.590672
0.0,125,427.445993
2.0,202,431.233318
6.0,377,438.378294
2.0,202,442.16639
0.0,127,444.747421
6.0,399,452.259227
5.0,350,459.303458
2.0,202,463.092807
2.0,200,467.012634
0.0,129,469.274175
0.0,129,471.583982
0.0,129,473.748674
0.0,129,475.962392
4.0,319,481.990049
2.0,202,486.05539
0.0,127,488.439595
0.0,127,490.723185
2.0,198,494.498293
0.0,129,496.516788
4.0,297,501.983294
5.0,350,508.328408
9.0,404,515.49786
0.0,127,517.699991
3.0,250,521.965666
5.0,350,528.422254
0.0,125,530.80875
2.0,200,534.051017
5.0,326,539.89554
0.0,127,542.734683
0.0,129,545.255463
5.0,350,552.237556
0.0,129,554.692921
0.0,127,557.101593
0.0,129,559.74407
5.0,352,566.564614
0.0,129,568.998829
0.0,129,571.056255
5.0,350,577.669588
1.0,157,580.631957
0.0,129,583.178611
0.0,127,585.676713
0.0,125,587.814008
2.0,202,592.176948
0.0,127,594.242362
0.0,127,596.709839
0.0,129,598.87799
0.0,129,601.211884
5.0,350,607.785452
2.0,198,612.008596
0.0,127,614.097819
5.0,350,620.558568
0.0,127,622.595379
0.0,127,624.874995
5.0,329,630.939978
0.0,125,633.258491
0.0,129,635.245716
0.0,129,637.478145
0.0,127,639.976167
0.0,129,641.946183
0.0,127,644.691907
5.0,350,651.146837
4.0,297,657.094973
0.0,125,659.295119
0.0,129,661.568066
0.0,127,663.897965
0.0,129,666.499029
0.0,127,668.614352
0.0,129,670.893337
0.0,125,673.334351
0.0,127,675.701397
0.0,129,678.022487
5.0,350,684.886009
5.0,350,691.502437
0.0,129,693.85034
0.0,127,696.218709
0.0,129,698.470634
0.0,129,700.548704
0.0,123,702.562303
0.0,127,704.753158
2.0,200,708.360515
2.0,202,711.991958
4.0,299,717.552245
0.0,127,719.84753
2.0,200,723.422899
5.0,350,729.75912
0.0,125,732.15485
0.0,127,734.613235
10.0,435,742.480055
0.0,129,744.794433
0.0,127,747.353316
0.0,127,749.649936
3.0,248,753.778608
6.0,382,761.138466
2.0,200,765.587894
0.0,129,768.083284
9.0,404,774.933117
0.0,127,777.183948
2.0,200,781.586074
2.0,198,785.337906
0.0,129,787.651469
5.0,350,794.668337
0.0,129,797.400074
0.0,123,799.431834
9.0,404,807.494614
9.0,404,815.377553
0.0,129,817.746068
5.0,350,824.899425
3.0,232,829.419585
0.0,129,831.423012
5.0,350,838.201323
4.0,299,844.345837
0.0,127,846.1639
9.0,400,854.301301
1.0,174,857.745075
0.0,129,860.173187
9.0,404,868.242166
2.0,202,871.760397
0.0,127,873.895416
9.0,403,881.083493
3.0,271,886.163768
0.0,127,888.843735
0.0,129,891.266175
4.0,297,896.91927
0.0,125,899.311099
1.0,155,902.068432
0.0,127,904.73326
0.0,123,906.846355
4.0,297,912.617647
2.0,202,916.838232
0.0,125,918.722156
0.0,129,920.850178
1.0,155,923.865715
0.0,127,926.38272
0.0,129,928.806889
0.0,127,931.304042
1.0,157,934.170184
0.0,127,936.293851
0.0,127,938.567074
1.0,155,941.491043
9.0,404,949.146841
0.0,127,951.395803
0.0,129,953.59307
0.0,129,956.250176
0.0,125,958.625794
0.0,127,960.665134
0.0,127,963.027248
5.0,350,969.608824
0.0,127,971.938394
0.0,129,973.813519
0.0,129,976.281146
3.0,273,981.489003
0.0,129,983.563113
0.0,127,986.155549
0.0,127,988.518635
0.0,129,991.277611
1.0,153,994.327282
9.0,382,1001.912168
3.0,226,1006.331125
5.0,350,1013.073025
1.0,178,1016.126676
1.0,175,1018.88799
1.0,175,1022.395711
1.0,157,1025.132161
0.0,127,1027.296336
11.0,464,1036.826613
0.0,125,1038.913893
4.0,278,1044.099137
0.0,127,1046.3652
6.0,397,1054.837638
2.0,225,1058.785271
4.0,297,1064.604663
3.0,230,1068.316431
4.0,297,1074.128022
1.0,155,1076.744081
1.0,155,1079.818458
0.0,125,1081.944311
0.0,127,1084.314345
1.0,157,1087.271942
10.0,452,1095.636625
3.0,233,1100.331491
3.0,248,1105.121971
12.0,487,1114.416303
