#{"t_start": 1522684763.0647557, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,171,5.027478
1.0,155,6.847812
9.0,419,12.0089
2.0,224,14.626401
0.0,125,16.025308
1.0,173,18.004661
0.0,129,19.416687
5.0,332,23.424507
0.0,127,24.879479
3.0,250,27.829543
0.0,125,29.25046
5.0,329,33.217616
0.0,127,34.674793
2.0,221,37.286309
0.0,127,38.726359
4.0,324,42.570098
1.0,157,44.380815
2.0,224,47.045568
1.0,172,49.125648
2.0,202,51.545028
2.0,202,53.904377
0.0,129,55.319424
3.0,234,58.130662
0.0,129,59.603524
0.0,127,61.055529
3.0,234,63.847209
1.0,173,65.848218
0.0,129,67.269223
0.0,129,68.7353
1.0,171,70.725495
2.0,200,73.012016
1.0,155,74.780725
3.0,252,77.823613
3.0,239,80.69234
0.0,127,82.119503
1.0,157,83.887357
0.0,129,85.347197
0.0,129,86.785441
4.0,280,90.180126
3.0,252,93.213719
0.0,127,94.627879
0.0,125,96.050919
2.0,202,98.423268
1.0,158,100.293443
2.0,202,102.675348
7.0,322,106.634634
3.0,250,109.67605
3.0,270,112.928543
2.0,223,115.580155
2.0,220,118.226328
5.0,349,122.632369
1.0,153,124.410788
4.0,299,128.037905
1.0,172,130.400708
0.0,127,132.676102
1.0,175,136.225925
0.0,127,138.858622
3.0,230,143.390482
0.0,127,145.919615
2.0,223,150.245081
3.0,250,155.149275
6.0,335,161.386744
3.0,274,166.367579
0.0,127,168.76423
3.0,248,173.029161
0.0,129,175.394851
3.0,238,179.686312
2.0,203,183.901431
0.0,129,186.18174
0.0,127,188.592257
0.0,129,190.993162
2.0,222,195.207782
1.0,175,198.471496
3.0,251,203.636186
3.0,253,208.397762
1.0,171,211.031227
2.0,224,215.748005
0.0,129,218.115312
0.0,123,220.416704
2.0,200,223.981914
3.0,236,228.536977
4.0,299,234.362434
2.0,221,238.919776
0.0,129,241.297417
0.0,127,243.595271
4.0,297,249.213581
0.0,123,251.404373
