#{"t_start": 1522684762.9650655, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,218,1022.519441
6.0,399,1030.186031
4.0,299,1036.284557
5.0,350,1042.803405
5.0,350,1049.576514
6.0,378,1057.313109
5.0,372,1064.646487
0.0,127,1066.615146
3.0,248,1070.988781
10.0,451,1079.906168
9.0,404,1087.775448
7.0,444,1096.155847
2.0,202,1099.947867
9.0,514,1110.343819
5.0,350,1116.596937
4.0,298,1122.34089
1.0,157,1125.156328
3.0,248,1129.641178
1.0,153,1132.192184
1.0,155,1135.09559
1.0,155,1137.818838
3.0,233,1141.972553
0.0,127,1144.120021
1.0,176,1147.541536
2.0,201,1151.226094
12.0,477,1160.699449
6.0,380,1167.316986
7.0,401,1175.027711
7.0,429,1183.461287
4.0,261,1188.346862
2.0,185,1191.922477
7.0,418,1200.067983
1.0,155,1203.332414
8.0,279,1208.366271
1.0,175,1212.023003
3.0,233,1216.549778
3.0,232,1221.046327
8.0,447,1230.451972
3.0,218,1234.338163
9.0,497,1243.118452
5.0,350,1249.877337
2.0,185,1253.639863
9.0,472,1262.472039
0.0,127,1264.895237
1.0,155,1268.008515
1.0,155,1271.294711
4.0,279,1276.845651
1.0,157,1279.299258
12.0,322,1285.991108
0.0,129,1288.198219
10.0,451,1296.876307
7.0,248,1301.507307
8.0,465,1310.026843
5.0,350,1316.560675
2.0,204,1321.050699
0.0,129,1323.444996
0.0,127,1325.441196
5.0,320,1331.302487
3.0,229,1335.257219
9.0,404,1343.100948
3.0,214,1347.058505
3.0,218,1351.359445
2.0,206,1355.32153
6.0,379,1362.423934
1.0,157,1365.09309
1.0,157,1368.068832
1.0,155,1370.262107
0.0,129,1372.868614
8.0,438,1381.83228
4.0,251,1386.888945
0.0,129,1389.26276
8.0,448,1397.295475
12.0,501,1407.008871
6.0,343,1413.411208
0.0,129,1415.875472
0.0,129,1418.195188
8.0,281,1423.196293
2.0,204,1427.096724
10.0,379,1434.2677
5.0,307,1440.297175
7.0,376,1447.355367
2.0,200,1451.008591
15.0,524,1460.869201
3.0,255,1466.496924
8.0,300,1472.075528
1.0,155,1475.094335
8.0,297,1481.227197
1.0,176,1484.186841
5.0,310,1490.387956
0.0,129,1492.953943
7.0,250,1497.382054
3.0,218,1501.944593
7.0,392,1509.076133
4.0,269,1514.213722
19.0,555,1524.637019
6.0,351,1531.529783
1.0,155,1534.258015
2.0,208,1538.259714
13.0,552,1549.648078
12.0,516,1559.56645
3.0,218,1563.448277
1.0,155,1566.107953
1.0,157,1568.858184
7.0,379,1575.991894
4.0,265,1581.527217
3.0,234,1585.992636
13.0,356,1592.761157
2.0,223,1597.368304
4.0,301,1602.316609
16.0,625,1614.105484
8.0,446,1622.565855
5.0,281,1627.954119
6.0,346,1634.495592
16.0,576,1645.914641
12.0,521,1656.555294
4.0,325,1662.951638
3.0,271,1668.09107
7.0,383,1675.084875
5.0,356,1681.826582
2.0,222,1685.584286
0.0,129,1688.176628
2.0,224,1692.0628
6.0,399,1699.477434
6.0,346,1706.118451
4.0,264,1710.695571
9.0,435,1719.400171
3.0,272,1724.478342
18.0,677,1737.635945
12.0,418,1744.744471
13.0,491,1753.74951
4.0,304,1759.204215
4.0,299,1764.529706
10.0,495,1774.314829
7.0,432,1781.731121
3.0,271,1786.954995
3.0,212,1790.986363
2.0,204,1795.112565
4.0,262,1799.981885
13.0,551,1810.489612
17.0,673,1822.960312
12.0,302,1828.930302
15.0,620,1841.1397
18.0,636,1853.392513
14.0,536,1863.716644
22.0,792,1879.048747
12.0,480,1888.542494
14.0,505,1898.769598
4.0,282,1903.820082
7.0,409,1911.751595
6.0,384,1918.853607
15.0,566,1929.611092
16.0,539,1940.154122
8.0,441,1948.41647
7.0,455,1957.026259
15.0,603,1968.573243
24.0,594,1979.959609
7.0,394,1987.142025
19.0,718,2001.381217
12.0,472,2009.981107
20.0,750,2023.579204
16.0,450,2032.115721
9.0,505,2041.901138
13.0,513,2050.818325
5.0,355,2057.321796
5.0,341,2063.472645
13.0,601,2074.849926
18.0,660,2087.001573
17.0,493,2096.344759
9.0,459,2104.499244
20.0,503,2113.767017
13.0,489,2123.072711
14.0,398,2130.279129
7.0,384,2137.229223
22.0,757,2151.030097
16.0,711,2163.554035
15.0,651,2175.52706
18.0,652,2187.518914
15.0,705,2201.856454
23.0,574,2212.67271
23.0,793,2227.591528
19.0,524,2237.213528
23.0,881,2255.242337
19.0,573,2266.018573
12.0,525,2275.984575
13.0,528,2286.057701
21.0,571,2296.753828
15.0,665,2309.5451
32.0,650,2322.403382
19.0,627,2333.743199
20.0,693,2346.677892
23.0,564,2357.500555
31.0,804,2373.147192
23.0,684,2386.095889
18.0,591,2397.418864
31.0,806,2412.350304
24.0,709,2426.875089
24.0,634,2439.647569
25.0,772,2454.99986
12.0,621,2467.516268
22.0,509,2477.168866
26.0,863,2493.271175
25.0,637,2505.828556
20.0,709,2519.201994
8.0,438,2528.147944
30.0,869,2544.177429
43.0,1141,2566.968096
26.0,889,2582.921323
18.0,703,2596.933432
18.0,693,2609.649557
31.0,570,2620.562957
28.0,912,2638.273806
18.0,676,2650.318706
21.0,802,2665.400034
29.0,1013,2685.31583
37.0,1049,2706.234678
32.0,921,2723.424445
39.0,952,2740.710555
35.0,1088,2761.209384
22.0,671,2773.95152
23.0,711,2787.291624
25.0,668,2800.236862
26.0,868,2817.151081
33.0,875,2833.57216
17.0,621,2845.062
37.0,1117,2865.616031
53.0,1424,2893.398624
41.0,1232,2916.729738
56.0,1200,2938.633024
24.0,504,2948.438905
19.0,591,2959.256588
43.0,1070,2979.570391
41.0,764,2994.510851
57.0,1354,3021.781754
33.0,1019,3041.149708
38.0,1112,3063.414452
41.0,1238,3086.991257
92.0,1730,3120.144279
31.0,1008,3139.32982
66.0,1297,3164.876841
56.0,1307,3189.847126
33.0,1227,3214.032948
48.0,782,3228.306971
70.0,1548,3257.088657
92.0,1557,3287.885965
85.0,1488,3316.752956
31.0,983,3335.509058
59.0,1466,3362.25596
52.0,1351,3388.430769
37.0,943,3405.782392
86.0,1642,3437.501012
13.0,603,3448.240828
34.0,1114,3469.089977
80.0,1387,3495.930363
57.0,1260,3519.487791
93.0,1317,3543.970517
33.0,831,3559.490163
42.0,1087,3580.196695
84.0,1434,3607.445069
50.0,1191,3630.377025
86.0,1605,3661.574163
79.0,1436,3688.918051
24.0,861,3705.210718
37.0,1038,3724.538928
40.0,1060,3744.843636
131.0,1748,3777.836788
76.0,1513,3808.261028
49.0,1279,3832.102464
87.0,1294,3857.465686
123.0,1688,3888.737861
111.0,1646,3919.352262
96.0,1678,3951.2185
82.0,1580,3981.530167
89.0,1437,4008.887126
131.0,1639,4040.381388
57.0,1245,4064.003181
87.0,1367,4089.990892
133.0,1733,4122.496849
68.0,1235,4144.372558
92.0,1555,4174.169207
117.0,1526,4202.50959
106.0,1500,4230.541039
65.0,1396,4256.85586
222.0,1573,4286.752986
120.0,1894,4323.489519
213.0,1775,4357.764198
151.0,1757,4390.703557
60.0,1168,4412.021697
93.0,1253,4434.992618
113.0,1765,4469.954978
143.0,1523,4497.710929
175.0,1799,4531.917812
95.0,1615,4562.879243
175.0,1552,4592.613225
371.0,1773,4626.3995
