#{"t_start": 1522684763.0446439, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,4.485063
1.0,173,6.518027
1.0,157,8.315985
3.0,247,11.302675
0.0,125,12.688365
0.0,127,14.11727
1.0,155,15.870299
0.0,129,17.303207
0.0,127,18.704608
2.0,186,20.864912
3.0,255,23.913179
3.0,233,26.652974
3.0,268,29.888247
0.0,129,31.319922
0.0,129,32.7635
1.0,155,34.570882
1.0,155,36.338908
0.0,125,37.76115
2.0,224,40.378129
3.0,230,43.117894
3.0,270,46.327049
1.0,173,48.40025
1.0,174,50.483327
2.0,181,52.582845
0.0,127,54.014057
1.0,178,56.073046
3.0,271,59.363086
2.0,205,61.787169
2.0,224,64.433567
2.0,204,66.847158
2.0,202,69.21274
2.0,185,71.342901
2.0,202,73.684417
2.0,202,76.055156
3.0,252,79.118257
0.0,129,80.58062
0.0,129,82.037504
0.0,129,83.447955
0.0,127,84.868539
0.0,129,86.329754
0.0,127,87.731591
0.0,127,89.16174
0.0,129,90.642112
0.0,129,92.130624
0.0,127,93.545125
2.0,205,95.981791
5.0,350,100.277685
3.0,256,103.383688
3.0,251,106.405742
1.0,175,108.467439
0.0,127,109.924043
2.0,225,112.600043
3.0,228,115.340635
0.0,125,116.716088
1.0,173,118.79143
4.0,299,122.522658
2.0,200,124.91007
3.0,250,127.907997
1.0,173,129.984565
2.0,187,134.063013
4.0,302,140.333668
4.0,250,145.111295
1.0,175,148.435527
1.0,170,152.056008
2.0,190,155.644956
0.0,127,157.56128
0.0,125,159.877766
2.0,224,164.051048
2.0,187,167.277046
0.0,127,169.74344
1.0,175,172.434225
0.0,127,174.911185
3.0,270,179.748476
3.0,248,184.997635
1.0,173,188.230493
0.0,129,190.716092
0.0,129,192.617698
0.0,129,195.247484
0.0,125,197.682811
0.0,129,200.046592
1.0,173,203.065911
0.0,123,205.621899
4.0,322,211.180074
2.0,199,215.589019
0.0,129,217.824794
0.0,129,220.257823
2.0,225,224.419856
3.0,268,229.857218
0.0,129,231.979136
2.0,222,236.315621
0.0,127,238.75607
0.0,127,241.188973
3.0,238,245.466041
0.0,125,247.769411
2.0,202,251.50879
0.0,129,253.615556
4.0,301,259.171434
4.0,299,265.31715
2.0,201,269.24917
5.0,349,275.255473
0.0,129,277.880842
0.0,127,279.970312
0.0,129,282.36659
0.0,127,284.670788
1.0,175,287.880717
2.0,218,291.824952
3.0,228,297.025007
2.0,200,300.875698
0.0,129,303.53283
1.0,155,306.406324
5.0,355,313.119817
0.0,129,315.116031
1.0,171,318.684167
4.0,322,324.942968
0.0,129,327.261444
5.0,348,333.751395
1.0,173,336.913936
0.0,129,338.921955
0.0,129,341.380901
0.0,129,343.784366
0.0,129,346.30625
1.0,174,349.426593
4.0,300,355.047133
1.0,177,358.391253
0.0,129,360.654463
0.0,125,362.856868
1.0,173,366.227336
3.0,268,371.737434
1.0,172,375.075392
0.0,129,377.524547
0.0,129,379.927897
0.0,127,382.436899
0.0,129,385.052853
3.0,248,389.876329
0.0,127,391.872508
9.0,404,399.286484
3.0,251,403.988032
0.0,129,406.277972
0.0,129,408.514491
2.0,202,412.381112
1.0,152,414.954069
10.0,431,423.372962
4.0,297,429.056472
2.0,202,432.815448
2.0,198,436.659814
0.0,127,438.642369
4.0,297,444.685163
2.0,202,448.583418
0.0,127,450.606276
0.0,127,452.81383
0.0,129,455.195508
0.0,127,457.319999
0.0,129,460.255925
0.0,127,462.41479
2.0,202,466.192497
0.0,127,468.496193
0.0,125,470.83928
0.0,129,472.921925
2.0,202,476.336153
0.0,125,478.673375
0.0,127,480.812601
0.0,127,483.198187
0.0,129,485.869024
2.0,202,489.649235
0.0,129,492.181982
0.0,129,494.404402
2.0,202,497.664862
0.0,129,500.090281
0.0,129,502.123965
5.0,350,508.76554
0.0,129,510.806126
10.0,451,518.717333
2.0,202,522.265439
2.0,202,525.823766
2.0,200,529.486128
6.0,398,536.562446
0.0,129,538.77676
3.0,248,544.248623
0.0,123,546.535897
0.0,125,549.288108
5.0,329,555.247387
2.0,202,559.629269
3.0,271,564.841084
4.0,299,570.541152
2.0,198,573.858298
0.0,127,576.248804
0.0,127,578.542287
2.0,198,582.491313
0.0,127,585.012373
