#{"t_start": 1522684763.0842967, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,4.504494
1.0,173,6.53234
1.0,173,8.53564
4.0,282,11.963506
0.0,127,13.36448
1.0,175,15.385797
0.0,127,16.777128
5.0,313,20.507166
3.0,249,23.516316
2.0,222,26.094549
1.0,173,28.116097
0.0,127,29.572821
1.0,155,31.344457
1.0,173,33.360013
0.0,129,34.79438
2.0,202,37.18594
3.0,268,40.358336
0.0,125,41.765604
1.0,155,43.53985
1.0,153,45.27833
2.0,222,47.945108
0.0,129,49.467114
2.0,200,51.854021
1.0,173,53.817381
4.0,300,57.461139
0.0,127,58.880663
0.0,129,60.35098
1.0,157,62.154883
1.0,175,64.203834
0.0,129,65.666367
1.0,157,67.468678
1.0,155,69.251486
4.0,319,73.046435
0.0,127,74.444035
1.0,175,76.541092
0.0,127,77.962541
0.0,127,79.412684
1.0,153,81.171488
0.0,129,82.60973
2.0,198,84.902239
0.0,129,86.357548
0.0,125,87.774823
0.0,127,89.181581
1.0,172,91.198023
1.0,155,93.008413
1.0,158,94.809695
0.0,127,96.267814
2.0,201,98.624109
3.0,250,101.667822
0.0,127,103.102796
0.0,129,104.587362
0.0,129,106.038011
0.0,127,107.500101
0.0,129,108.98996
1.0,173,111.025074
0.0,129,112.482095
0.0,129,113.923802
2.0,223,116.590354
0.0,127,118.039365
0.0,129,119.555301
2.0,202,122.051668
3.0,272,125.310997
1.0,155,127.11507
2.0,220,129.809011
0.0,129,132.429556
1.0,152,135.324331
0.0,125,137.914979
0.0,127,140.472272
0.0,129,142.682462
3.0,269,148.031692
1.0,155,151.135889
0.0,129,153.438398
0.0,129,155.904425
2.0,204,159.547875
0.0,125,161.790758
0.0,129,163.875439
3.0,266,168.87817
5.0,352,175.378466
0.0,125,177.798893
0.0,127,179.668341
0.0,129,182.319696
4.0,315,188.554359
2.0,200,192.183758
2.0,190,196.065183
0.0,127,198.328474
3.0,230,202.808881
0.0,125,205.232785
2.0,222,209.229575
0.0,127,211.088162
0.0,129,213.73486
1.0,172,217.26601
5.0,353,223.918884
0.0,127,226.367122
3.0,270,231.556322
7.0,433,240.328203
2.0,190,244.105226
2.0,206,247.72695
4.0,298,253.203962
0.0,127,255.231628
6.0,418,263.926249
0.0,127,266.166398
2.0,198,269.747848
0.0,129,272.064927
0.0,129,274.080548
2.0,224,278.261958
3.0,273,283.348212
4.0,299,289.262952
0.0,129,291.330983
0.0,125,294.080263
0.0,125,296.672111
3.0,272,302.179259
4.0,321,308.429278
0.0,129,310.708809
2.0,201,314.322773
4.0,281,320.101496
1.0,157,322.931123
1.0,177,326.143824
1.0,155,329.105925
1.0,178,332.18568
0.0,129,334.305681
2.0,182,337.649394
0.0,129,340.118593
0.0,129,342.238063
0.0,123,344.406181
2.0,204,348.339748
1.0,172,351.682474
0.0,127,353.928836
0.0,129,356.316962
0.0,127,358.39274
0.0,125,360.592943
4.0,299,366.515204
0.0,129,369.032255
0.0,129,371.587876
1.0,173,374.921087
0.0,129,377.177397
