#{"t_start": 1522684763.0166507, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,219,5.719894
2.0,221,8.321357
1.0,173,10.359442
4.0,320,14.226438
6.0,376,18.731614
0.0,129,20.154871
0.0,127,21.587646
0.0,129,23.047121
1.0,175,25.126288
5.0,349,29.324703
1.0,155,31.071646
0.0,127,32.516045
1.0,157,34.340077
1.0,177,36.381734
0.0,129,37.847228
0.0,125,39.264955
5.0,347,43.426491
6.0,382,48.122318
1.0,171,50.157555
0.0,127,51.619995
0.0,129,53.055096
3.0,257,56.105784
2.0,205,58.564079
0.0,129,59.999035
2.0,204,62.40965
2.0,222,65.024591
0.0,127,66.463308
0.0,127,67.90657
1.0,171,69.877707
2.0,202,72.211826
2.0,221,74.803009
2.0,221,77.470664
0.0,129,78.908006
0.0,129,80.371805
0.0,129,81.833898
4.0,299,85.415434
1.0,172,87.378481
3.0,228,90.138342
0.0,129,91.588032
0.0,129,93.044598
1.0,157,94.836079
2.0,224,97.529258
1.0,155,99.355464
5.0,326,103.311164
3.0,274,106.621478
0.0,127,108.106996
0.0,129,109.606186
1.0,158,111.413264
2.0,230,114.167075
3.0,254,117.208251
2.0,202,119.660958
0.0,129,121.170472
0.0,127,122.67394
2.0,223,125.310111
1.0,171,127.342115
3.0,252,130.959203
0.0,127,133.439558
0.0,127,135.883334
4.0,296,141.749936
1.0,173,145.164825
0.0,127,147.663368
0.0,129,150.1889
2.0,222,154.441216
1.0,157,157.029082
1.0,173,160.538479
1.0,155,163.02536
1.0,155,165.66672
2.0,223,169.98868
2.0,207,173.514925
3.0,251,178.261297
0.0,127,180.581614
1.0,173,183.98765
0.0,127,186.252321
0.0,129,188.680933
1.0,157,191.556507
0.0,127,193.805699
3.0,274,199.394713
2.0,183,202.692031
0.0,125,205.271599
0.0,127,207.660382
2.0,202,210.833983
1.0,155,213.854642
3.0,230,218.604215
8.0,376,225.913193
2.0,185,229.715943
0.0,127,231.622708
0.0,129,233.993893
0.0,127,236.499834
5.0,350,243.343528
1.0,175,246.441417
0.0,125,248.833634
0.0,127,251.113899
3.0,268,255.705628
0.0,127,257.971154
0.0,125,260.373151
1.0,155,263.627964
0.0,129,265.855987
10.0,451,274.220688
0.0,127,276.490974
0.0,129,278.925756
7.0,320,284.983191
1.0,155,287.833025
0.0,127,290.136594
0.0,127,292.330447
1.0,175,296.275395
4.0,299,302.57784
1.0,175,305.874383
2.0,220,309.899534
0.0,127,312.177668
2.0,202,315.542173
1.0,155,318.741989
2.0,217,322.953368
2.0,202,326.814557
5.0,328,332.816988
0.0,127,334.94054
2.0,202,338.5216
4.0,301,344.426224
2.0,200,348.304738
0.0,127,350.755052
0.0,129,352.986304
0.0,129,355.100734
3.0,248,359.797462
0.0,129,362.144983
0.0,129,364.630586
0.0,129,366.958106
0.0,125,369.437121
0.0,129,371.844726
0.0,127,374.25044
5.0,348,381.399451
0.0,127,383.831075
0.0,127,386.333665
0.0,127,388.847535
0.0,127,390.91507
1.0,174,393.703059
0.0,127,395.704527
0.0,125,398.036552
0.0,129,400.275477
3.0,248,404.760542
0.0,125,407.110161
0.0,123,409.407655
0.0,125,411.643526
0.0,127,413.887626
2.0,200,417.666821
4.0,299,423.276653
0.0,125,425.723803
2.0,202,429.326826
2.0,202,432.90368
2.0,198,436.742915
0.0,127,438.73129
0.0,129,441.209092
5.0,350,448.380857
2.0,200,451.762677
0.0,127,453.998971
0.0,127,456.294772
4.0,319,462.728723
2.0,200,466.642545
4.0,297,472.171283
0.0,127,474.212262
8.0,350,480.819262
2.0,202,484.908124
0.0,129,487.279685
0.0,125,489.637171
0.0,129,492.172861
0.0,129,494.297758
9.0,404,501.679246
3.0,248,506.182865
5.0,372,512.706696
2.0,202,516.242832
0.0,129,518.325775
5.0,350,524.556565
0.0,127,526.75325
3.0,248,531.496151
11.0,501,540.56429
0.0,129,543.478422
2.0,200,547.482256
5.0,329,553.870204
0.0,127,556.435786
0.0,127,558.927294
0.0,129,561.445118
2.0,200,565.029373
2.0,198,568.751559
5.0,352,575.282788
0.0,127,577.611056
0.0,125,580.023452
0.0,127,582.209924
0.0,129,584.990794
2.0,200,588.804815
0.0,127,591.379168
2.0,200,595.022196
2.0,202,598.803464
0.0,129,600.994483
0.0,127,603.510645
2.0,200,607.106509
0.0,129,609.722861
5.0,350,616.357373
0.0,129,618.670128
3.0,248,622.753789
0.0,127,625.121401
2.0,200,628.702971
1.0,153,631.262304
2.0,200,635.064793
0.0,125,636.991231
0.0,125,639.596213
4.0,297,645.278106
0.0,127,647.58184
0.0,129,649.80972
0.0,129,651.900483
1.0,153,654.887763
0.0,125,657.175055
5.0,350,663.95428
0.0,127,666.528135
0.0,129,668.73318
2.0,200,672.5791
0.0,127,674.850754
0.0,127,677.316951
5.0,350,683.976257
0.0,127,686.396262
3.0,248,690.795343
0.0,127,693.41529
4.0,297,698.824532
4.0,297,704.003863
0.0,129,706.477515
5.0,350,713.100043
2.0,202,716.484337
0.0,127,718.851399
0.0,129,721.066759
0.0,129,723.118513
2.0,202,727.130784
0.0,125,728.99919
0.0,127,731.433467
9.0,404,739.283397
5.0,350,745.822352
5.0,350,752.173165
