-80.915747	-120.388668	-101.994405
-52.453824	-92.991278	-93.685978
-28.780282	-107.302944	-114.734351
-32.950525	-100.054943	-120.969205
-69.961005	-146.299451	-110.565777
-39.221493	-114.852228	-109.123065
-50.589051	-95.319202	-88.736768
-64.981635	-119.922878	-111.644444
-62.399565	-76.369932	-112.997915
-57.861249	-104.963243	-107.974434
-31.083879	-97.977315	-111.646693
-51.06708	-103.428366	-104.007986
-71.845014	-113.90278	-123.010046
-64.735531	-105.804766	-111.053379
-64.724556	-87.059386	-134.109576
-82.450968	-103.356872	-109.024356
-61.271259	-115.984093	-146.117281
-55.318171	-95.693844	-108.466457
-82.505918	-97.375745	-123.104798
-41.384502	-96.088867	-94.576977
-101.389941	-130.76861	-109.97199
-59.569573	-100.79974	-102.136185
-53.49916	-94.449334	-111.050922
-41.569424	-104.793296	-89.528496
-35.580605	-76.603903	-104.006315
-40.169151	-99.82689	-109.425637
-58.030177	-96.379919	-90.73129
-50.773586	-125.30152	-141.244603
-76.880539	-106.175463	-108.57141
-52.69515	-104.229471	-103.541381
-61.283706	-95.99491	-111.441073
-59.968972	-101.108469	-97.421693
-39.18832	-102.984831	-109.762549
-66.179397	-101.52114	-108.000632
-38.492381	-111.739726	-114.120594
-81.54577	-104.985477	-113.286817
-42.342598	-115.570527	-97.383602
-55.412186	-93.730609	-140.111923
-44.632272	-87.735	-118.437541
-41.296744	-101.183243	-117.16687
-61.581998	-127.265741	-116.915313
-54.284971	-121.383846	-102.772916
-37.207888	-92.588363	-98.236064
-34.159308	-95.648021	-94.606317
-51.487739	-83.357329	-82.69838
-43.526878	-110.935222	-126.894696
-44.994527	-117.465324	-82.064387
-50.15531	-86.04974	-101.262819
-62.548177	-83.433018	-108.395703
-52.476376	-97.475969	-105.570255
-43.36809	-120.540901	-128.049653
-23.798924	-104.901098	-75.802513
-62.085451	-115.028329	-114.34881
-41.948588	-93.275986	-110.49918
-31.413228	-85.202548	-107.222522
-44.473194	-108.745352	-109.134037
-27.261687	-104.582192	-140.510761
-49.335748	-101.522351	-107.593992
-29.508562	-101.097006	-119.44615
-29.982305	-107.539653	-91.582497
-31.37814	-94.989472	-117.306194
-45.558203	-106.200061	-119.980143
-16.589135	-74.970589	-86.915734
-80.515695	-115.469703	-106.792576
-49.115604	-91.316283	-79.091391
-50.295888	-95.010316	-102.468042
-82.064526	-100.358663	-103.480437
-67.05227	-82.676796	-107.829329
-49.091441	-87.125984	-99.58946
-24.752398	-109.010462	-126.837699
-46.080072	-106.127031	-101.658282
-41.516792	-74.763733	-86.887405
-25.736646	-84.19381	-111.822825
-39.135132	-84.744826	-100.463413
-33.449609	-91.103013	-109.298203
-31.378188	-87.628276	-99.015975
-38.452549	-88.260842	-123.855399
-64.901626	-100.944809	-128.671637
-47.771914	-113.2855	-103.909316
-18.874326	-95.287564	-97.073876
-64.366328	-83.920785	-129.877767
-35.056335	-90.132863	-95.527957
-68.975072	-83.488933	-62.052611
-64.407051	-85.040644	-71.087061
-17.435846	-70.252895	-141.336762
-35.37414	-110.05166	-115.970037
-65.662684	-91.857274	-105.982192
-27.083283	-80.374762	-97.061235
-29.684725	-82.879835	-109.975882
-22.360005	-103.488671	-92.489517
-30.139956	-57.724488	-76.609659
-21.29938	-97.336714	-116.665167
-24.589979	-68.570894	-97.238513
-33.04067	-74.823491	-121.121659
-20.160014	-96.332449	-86.637507
-58.138531	-95.94997	-110.314865
-37.202938	-78.760717	-116.102876
-25.376276	-76.417793	-111.054542
-30.653402	-99.101365	-87.429114
-70.937441	-89.128707	-99.494991
-22.688686	-95.953419	-112.084051
-15.726979	-92.421833	-100.438654
-39.136654	-87.6528	-119.887029
-40.331946	-94.555017	-95.00172
-36.053728	-84.141836	-108.662719
-27.599677	-81.010385	-102.971288
-51.068688	-83.602345	-82.873037
-30.645774	-82.486087	-71.96919
-57.112801	-83.935656	-98.267711
-54.712392	-78.986695	-86.174631
-55.086982	-90.795955	-89.735537
-38.410585	-96.90688	-96.717317
-6.854352	-95.680713	-93.200371
-50.864681	-76.787823	-108.407923
-17.763882	-73.469311	-102.255555
