EpThisIter,EpisodesSoFar,entloss,TimestepsSoFar,EpRewMean,entropy,EpLenMean,TimeElapsed,ev_tdlam_before,surrgain,optimgain,meankl
21,16691,0.0,834550,-4.829431778578257,-3.800499,50.0,382.61160707473755,0.9704570304602385,0.03441322,0.03441322,0.010230973
20,16711,0.0,835550,-5.307382238605383,-3.8017032,50.0,383.0712249279022,0.9078967422246933,0.028232537,0.028232537,0.0108627025
21,16732,0.0,836600,-4.935412714014683,-3.8006668,50.0,383.5325150489807,0.9646026790142059,0.03039547,0.03039547,0.010440085
20,16752,0.0,837600,-4.9765136397169725,-3.7981584,50.0,384.0038766860962,0.9695452079176903,0.034672383,0.034672383,0.009831112
21,16773,0.0,838650,-5.141859720983608,-3.7984312,50.0,384.46142649650574,0.9537021368741989,0.041257024,0.041257024,0.009925058
20,16793,0.0,839650,-4.927246544735457,-3.8011537,50.0,384.920307636261,0.9518283903598785,0.060418047,0.060418047,0.0103573445
21,16814,0.0,840700,-4.591943475958972,-3.800568,50.0,385.3845417499542,0.9628367833793163,0.034811728,0.034811728,0.009893526
20,16834,0.0,841700,-5.009589447453628,-3.7997818,50.0,385.83970737457275,0.9483137764036655,0.043602694,0.043602694,0.011207579
21,16855,0.0,842750,-5.408972669827358,-3.8008344,50.0,386.29136967658997,0.9405941255390644,0.047517784,0.047517784,0.010696873
20,16875,0.0,843750,-5.620177104683876,-3.7987654,50.0,386.7405984401703,0.9681877754628658,0.033710077,0.033710077,0.010294977
21,16896,0.0,844800,-5.342902212164944,-3.7999575,50.0,387.19265389442444,0.9136210232973099,0.07039739,0.07039739,0.010286393
20,16916,0.0,845800,-5.455789172888859,-3.7987363,50.0,387.6451578140259,0.9580722190439701,0.05113974,0.05113974,0.014654386
20,16936,0.0,846800,-5.559426690393342,-3.8034382,50.0,388.09592723846436,0.9691393077373505,0.04126466,0.04126466,0.011384434
21,16957,0.0,847850,-5.040629916363715,-3.8063965,50.0,388.55054473876953,0.9146333858370781,0.039033182,0.039033182,0.010131188
20,16977,0.0,848850,-5.668576057411495,-3.809814,50.0,388.9966993331909,0.8994921371340752,0.043333136,0.043333136,0.010292333
21,16998,0.0,849900,-5.773414790219213,-3.811914,50.0,389.4490592479706,0.9410866349935532,0.04814212,0.04814212,0.010280643
20,17018,0.0,850900,-5.420182827985933,-3.8142695,50.0,389.89304208755493,0.943957295268774,0.034260783,0.034260783,0.01048048
21,17039,0.0,851950,-5.595839931472575,-3.8153152,50.0,390.3506603240967,0.919588603079319,0.041720342,0.041720342,0.010478212
20,17059,0.0,852950,-5.092112390683612,-3.8178084,50.0,390.81402373313904,0.9309886321425438,0.035794735,0.035794735,0.010023169
21,17080,0.0,854000,-6.257935192078799,-3.8184752,50.0,391.26891922950745,0.9505113065242767,0.049511623,0.049511623,0.010031815
20,17100,0.0,855000,-6.368544886926969,-3.8204365,50.0,391.7220575809479,0.8780089914798737,0.032764595,0.032764595,0.010216343
21,17121,0.0,856050,-5.68482475861355,-3.8215947,50.0,392.1855390071869,0.9631664864718914,0.05024938,0.05024938,0.010454308
20,17141,0.0,857050,-5.824462776525825,-3.8214412,50.0,392.6565546989441,0.9627007059752941,0.04525383,0.04525383,0.009494329
21,17162,0.0,858100,-5.847984270571837,-3.8203425,50.0,393.11030316352844,0.9207656234502792,0.033302907,0.033302907,0.010142702
20,17182,0.0,859100,-5.411971582510402,-3.82061,50.0,393.5621659755707,0.9661974422633648,0.06395829,0.06395829,0.010067105
21,17203,0.0,860150,-5.5905057559007805,-3.8200378,50.0,394.0224120616913,0.9471883848309517,0.04801157,0.04801157,0.013437168
20,17223,0.0,861150,-5.635304944187785,-3.82119,50.0,394.469349861145,0.9319714233279228,0.05454156,0.05454156,0.012432593
21,17244,0.0,862200,-5.6312414646238285,-3.8208392,50.0,394.9256203174591,0.8266108483076096,0.055054687,0.055054687,0.010440693
20,17264,0.0,863200,-5.382852702689472,-3.8216863,50.0,395.3804888725281,0.918793722987175,0.04443635,0.04443635,0.011146118
21,17285,0.0,864250,-5.581852405999259,-3.821533,50.0,395.83287954330444,0.8729133605957031,0.048166275,0.048166275,0.010096554
20,17305,0.0,865250,-6.289424231841465,-3.823914,50.0,396.28129410743713,0.9518232978880405,0.051500045,0.051500045,0.009872665
21,17326,0.0,866300,-6.802596460814056,-3.8232095,50.0,396.7363660335541,0.9156641811132431,0.047141433,0.047141433,0.01092296
20,17346,0.0,867300,-6.936112604132134,-3.8258367,50.0,397.2166781425476,0.9270746111869812,0.029696565,0.029696565,0.009814292
21,17367,0.0,868350,-6.111432326939383,-3.825745,50.0,397.69642972946167,0.876327633857727,0.046633184,0.046633184,0.010118636
20,17387,0.0,869350,-4.896216527489829,-3.8283403,50.0,398.1772794723511,0.8695697784423828,0.048080795,0.048080795,0.010011614
21,17408,0.0,870400,-4.973667146294394,-3.8280337,50.0,398.62402606010437,0.9038763046264648,0.045714647,0.045714647,0.010019086
20,17428,0.0,871400,-5.487405066317424,-3.8272114,50.0,399.0761749744415,0.9136203154921532,0.058021203,0.058021203,0.011361996
20,17448,0.0,872400,-5.289485310735154,-3.8296528,50.0,399.54193091392517,0.9547715783119202,0.035190236,0.035190236,0.010964733
21,17469,0.0,873450,-5.219339704103341,-3.8316975,50.0,400.00471448898315,0.9153374284505844,0.036225494,0.036225494,0.010207964
20,17489,0.0,874450,-5.5256028801163914,-3.8323596,50.0,400.4544987678528,0.8833925276994705,0.105630025,0.105630025,0.009878081
21,17510,0.0,875500,-5.898221436930074,-3.8324952,50.0,400.9041979312897,0.9162758514285088,0.043240853,0.043240853,0.010404616
20,17530,0.0,876500,-5.970236810712214,-3.8297503,50.0,401.36570596694946,0.9483904168009758,0.0352991,0.0352991,0.010649372
21,17551,0.0,877550,-4.924569003729331,-3.8303506,50.0,401.8835217952728,0.9382709935307503,0.03575693,0.03575693,0.01318949
20,17571,0.0,878550,-5.029952968317859,-3.8277361,50.0,402.40358996391296,0.967984389513731,0.044154346,0.044154346,0.01200254
21,17592,0.0,879600,-5.390875582675056,-3.827881,50.0,402.8776934146881,0.9104153960943222,0.032189243,0.032189243,0.010052374
20,17612,0.0,880600,-5.209952468821425,-3.8272645,50.0,403.34904742240906,0.9225838780403137,0.044171344,0.044171344,0.010531455
21,17633,0.0,881650,-5.094308392059239,-3.8253474,50.0,403.8449263572693,0.9582267664372921,0.04120651,0.04120651,0.010397577
20,17653,0.0,882650,-5.24173170451578,-3.8280275,50.0,404.3284537792206,0.9701926540583372,0.043483097,0.043483097,0.011776874
21,17674,0.0,883700,-4.86381713701892,-3.827454,50.0,404.7928578853607,0.8856310695409775,0.037781224,0.037781224,0.009653261
20,17694,0.0,884700,-4.8476509465618545,-3.8241642,50.0,405.3216001987457,0.9432840384542942,0.045890875,0.045890875,0.0100370385
21,17715,0.0,885750,-5.628605215504342,-3.8263853,50.0,405.8318226337433,0.9634728096425533,0.034813453,0.034813453,0.010030309
20,17735,0.0,886750,-6.024802969846589,-3.8247135,50.0,406.34188318252563,0.9107340797781944,0.036609877,0.036609877,0.009743445
21,17756,0.0,887800,-5.855595499525362,-3.826752,50.0,406.8018710613251,0.951078787446022,0.039675232,0.039675232,0.010827733
20,17776,0.0,888800,-5.118165263454273,-3.8248367,50.0,407.2872996330261,0.866291418671608,0.03611573,0.03611573,0.009904023
21,17797,0.0,889850,-5.109122298744216,-3.8253725,50.0,407.8007776737213,0.949077196419239,0.043019246,0.043019246,0.009921407
20,17817,0.0,890850,-4.889010750415271,-3.8218763,50.0,408.25335335731506,0.95478355884552,0.045670234,0.045670234,0.0101191085
21,17838,0.0,891900,-4.65325946934974,-3.8251035,50.0,408.70285534858704,0.9258587062358856,0.036523797,0.036523797,0.010276311
20,17858,0.0,892900,-5.110872092501928,-3.8254316,50.0,409.14705181121826,0.9567811861634254,0.042337827,0.042337827,0.010740714
21,17879,0.0,893950,-6.03105616403342,-3.8241596,50.0,409.59575366973877,0.9509744457900524,0.03993915,0.03993915,0.009920472
20,17899,0.0,894950,-5.785643428570422,-3.8260515,50.0,410.1096839904785,0.9268368855118752,0.060925364,0.060925364,0.010013681
21,17920,0.0,896000,-5.684171488069795,-3.8267229,50.0,410.5673575401306,0.95613818988204,0.045454785,0.045454785,0.010330249
20,17940,0.0,897000,-6.251189283559482,-3.829376,50.0,411.0191295146942,0.9792451076209545,0.040012263,0.040012263,0.009360502
20,17960,0.0,898000,-5.907127417291766,-3.8273005,50.0,411.4652101993561,0.9673346653580666,0.050035756,0.050035756,0.012165061
21,17981,0.0,899050,-5.373655673693895,-3.8282182,50.0,411.91631269454956,0.8854864984750748,0.054179206,0.054179206,0.010314859
20,18001,0.0,900050,-4.501422008595677,-3.8239977,50.0,412.3630769252777,0.9193264693021774,0.06681584,0.06681584,0.01011499
21,18022,0.0,901100,-4.673828846666072,-3.8248975,50.0,412.8053810596466,0.8738493025302887,0.037738975,0.037738975,0.010096863
20,18042,0.0,902100,-4.872189805342066,-3.8276653,50.0,413.2522509098053,0.9582588598132133,0.03534597,0.03534597,0.010614425
21,18063,0.0,903150,-4.899439359568577,-3.8265624,50.0,413.6971571445465,0.9757954478263855,0.03685332,0.03685332,0.004462798
20,18083,0.0,904150,-5.326508504239392,-3.8262086,50.0,414.1468651294708,0.9737222027033567,0.04125581,0.04125581,0.01015328
21,18104,0.0,905200,-5.541997159699839,-3.8271198,50.0,414.60618352890015,0.9690145887434483,0.046421267,0.046421267,0.010232091
20,18124,0.0,906200,-5.326484931976919,-3.830231,50.0,415.052747964859,0.9727051444351673,0.030745272,0.030745272,0.010382417
21,18145,0.0,907250,-5.319414853127581,-3.8303533,50.0,415.51718974113464,0.9636081457138062,0.064579874,0.064579874,0.010797599
20,18165,0.0,908250,-4.591365881654346,-3.8350146,50.0,415.9626142978668,0.9374497756361961,0.040569857,0.040569857,0.010044713
21,18186,0.0,909300,-4.273120637480851,-3.8320596,50.0,416.4188802242279,0.9733491074293852,0.033152353,0.033152353,0.009679075
20,18206,0.0,910300,-4.698875163528195,-3.8380506,50.0,416.86157608032227,0.9763017371296883,0.029864816,0.029864816,0.010082168
21,18227,0.0,911350,-4.901193885145864,-3.8386915,50.0,417.30925369262695,0.9786200784146786,0.03770475,0.03770475,0.010044787
20,18247,0.0,912350,-5.5932723523784675,-3.8396971,50.0,417.76222109794617,0.9284057021141052,0.045121904,0.045121904,0.010589849
21,18268,0.0,913400,-5.168157120091602,-3.8397906,50.0,418.2309687137604,0.936125136911869,0.054737028,0.054737028,0.0104537625
20,18288,0.0,914400,-4.745980999768376,-3.8392925,50.0,418.6806330680847,0.8915606588125229,0.04263025,0.04263025,0.009971066
21,18309,0.0,915450,-4.746832062121987,-3.8385906,50.0,419.13586497306824,0.9675472304224968,0.057595454,0.057595454,0.010174935
20,18329,0.0,916450,-5.079516328946904,-3.8398747,50.0,419.5949184894562,0.9773702453821898,0.1034223,0.1034223,0.010469028
21,18350,0.0,917500,-5.193198968074739,-3.8370588,50.0,420.055593252182,0.9812251999974251,0.04572992,0.04572992,0.010245855
20,18370,0.0,918500,-5.187096653969199,-3.8396928,50.0,420.51530170440674,0.9521528445184231,0.039473772,0.039473772,0.010035425
21,18391,0.0,919550,-4.913651532915055,-3.843536,50.0,420.96962094306946,0.9775487538427114,0.033436373,0.033436373,0.010334062
20,18411,0.0,920550,-4.597027196817196,-3.8413374,50.0,421.4218680858612,0.9530248008668423,0.034779288,0.034779288,0.010310246
21,18432,0.0,921600,-4.635343841862436,-3.8369427,50.0,421.87589597702026,0.978268638253212,0.04456085,0.04456085,0.010262821
20,18452,0.0,922600,-4.758177850316252,-3.8382893,50.0,422.33489775657654,0.9076811298727989,0.06385719,0.06385719,0.011806989
20,18472,0.0,923600,-5.048459515497181,-3.8396547,50.0,422.78684973716736,0.9683093316853046,0.05084262,0.05084262,0.010543466
21,18493,0.0,924650,-4.818434024527807,-3.8382857,50.0,423.25316286087036,0.9406933411955833,0.027827408,0.027827408,0.009797338
20,18513,0.0,925650,-4.525606535550143,-3.8409042,50.0,423.70691204071045,0.9423463493585587,0.030298874,0.030298874,0.010310683
21,18534,0.0,926700,-4.749037528972282,-3.8413024,50.0,424.15357279777527,0.9428554810583591,0.058888845,0.058888845,0.010252521
20,18554,0.0,927700,-5.436613845602006,-3.8392317,50.0,424.5990767478943,0.9704989492893219,0.04681237,0.04681237,0.010724997
21,18575,0.0,928750,-5.454634006786726,-3.8384945,50.0,425.0532639026642,0.9525659792125225,0.03221568,0.03221568,0.014340329
20,18595,0.0,929750,-4.874019200899239,-3.835419,50.0,425.5056993961334,0.9666916057467461,0.042740576,0.042740576,0.0107806
21,18616,0.0,930800,-4.271416548115512,-3.8353593,50.0,425.94939374923706,0.9518848434090614,0.028646177,0.028646177,0.00979545
20,18636,0.0,931800,-4.5050170471054205,-3.8345578,50.0,426.40621161460876,0.9663683734834194,0.037864167,0.037864167,0.010461778
21,18657,0.0,932850,-4.031831293161981,-3.8373127,50.0,426.85527181625366,0.9515374675393105,0.038910933,0.038910933,0.010441365
20,18677,0.0,933850,-3.6305665422576014,-3.8378606,50.0,427.3088228702545,0.969738656654954,0.03608056,0.03608056,0.01011002
21,18698,0.0,934900,-4.8125589212526085,-3.8373964,50.0,427.7675635814667,0.9593576937913895,0.060108908,0.060108908,0.009569937
20,18718,0.0,935900,-5.763588557931852,-3.8367593,50.0,428.21613240242004,0.9722854420542717,0.056317028,0.056317028,0.0101459995
21,18739,0.0,936950,-5.541826915047849,-3.8369505,50.0,428.66600704193115,0.9331744760274887,0.047425102,0.047425102,0.009874003
20,18759,0.0,937950,-5.413520251797946,-3.836952,50.0,429.111909866333,0.9562537483870983,0.061215043,0.061215043,0.0103756115
21,18780,0.0,939000,-5.315609444005025,-3.8380663,50.0,429.5651936531067,0.9567718915641308,0.039019156,0.039019156,0.014543585
20,18800,0.0,940000,-4.632192270139416,-3.834924,50.0,430.00709319114685,0.971114857122302,0.02891875,0.02891875,0.011775527
21,18821,0.0,941050,-4.74225724172194,-3.8363283,50.0,430.4628076553345,0.9562323465943336,0.039320722,0.039320722,0.009898755
20,18841,0.0,942050,-4.837059894785249,-3.8358076,50.0,430.90600323677063,0.9730803538113832,0.043982487,0.043982487,0.009969588
21,18862,0.0,943100,-4.3167800009206365,-3.8358767,50.0,431.35471081733704,0.9694957286119461,0.034806296,0.034806296,0.01118819
20,18882,0.0,944100,-5.268969427280647,-3.8394408,50.0,431.80017161369324,0.9185486808419228,0.034299,0.034299,0.012396818
21,18903,0.0,945150,-5.997748917295791,-3.8401563,50.0,432.24519395828247,0.9583036005496979,0.041714057,0.041714057,0.009924326
20,18923,0.0,946150,-4.843354570293295,-3.8422163,50.0,432.6854901313782,0.974358769133687,0.08734935,0.08734935,0.010149157
21,18944,0.0,947200,-4.4332903610993295,-3.843689,50.0,433.14503145217896,0.9576903842389584,0.044111926,0.044111926,0.010423185
20,18964,0.0,948200,-4.781369824817872,-3.842835,50.0,433.6011731624603,0.9624600261449814,0.059925567,0.059925567,0.011159418
20,18984,0.0,949200,-5.256490313901827,-3.8451903,50.0,434.06179881095886,0.9038436114788055,0.04485965,0.04485965,0.010584913
21,19005,0.0,950250,-5.223276467513358,-3.8458576,50.0,434.5033075809479,0.9659479334950447,0.0429713,0.0429713,0.01045797
20,19025,0.0,951250,-4.827489697000166,-3.8423386,50.0,434.96384382247925,0.9021198898553848,0.044419635,0.044419635,0.010190222
21,19046,0.0,952300,-4.713057646294376,-3.8451536,50.0,435.414532661438,0.9468577429652214,0.040724613,0.040724613,0.011130633
20,19066,0.0,953300,-5.215786939140476,-3.8494573,50.0,435.86513566970825,0.9504845477640629,0.042054288,0.042054288,0.009465764
21,19087,0.0,954350,-5.09449378268692,-3.8545244,50.0,436.31022000312805,0.9523372761905193,0.030582052,0.030582052,0.01351649
20,19107,0.0,955350,-4.873200515790191,-3.8554142,50.0,436.7558243274689,0.944767601788044,0.036604345,0.036604345,0.010058526
21,19128,0.0,956400,-4.842072482781957,-3.8569314,50.0,437.2066550254822,0.9605366177856922,0.031196361,0.031196361,0.009976018
20,19148,0.0,957400,-4.3804322184108315,-3.8575435,50.0,437.65768575668335,0.9577028825879097,0.030079618,0.030079618,0.01034056
21,19169,0.0,958450,-4.797758887712858,-3.857849,50.0,438.1162748336792,0.9729787204414606,0.052552015,0.052552015,0.0103910435
20,19189,0.0,959450,-5.359438821157821,-3.8551025,50.0,438.5572793483734,0.9540016762912273,0.06302838,0.06302838,0.012577785
21,19210,0.0,960500,-5.078746417599138,-3.8530352,50.0,439.0093193054199,0.9696111883968115,0.032910958,0.032910958,0.009712791
20,19230,0.0,961500,-5.323899167792925,-3.8552015,50.0,439.4680118560791,0.95385966822505,0.040813353,0.040813353,0.009962375
21,19251,0.0,962550,-5.23481522847395,-3.853111,50.0,439.9098274707794,0.8834988325834274,0.03863968,0.03863968,0.010048689
20,19271,0.0,963550,-4.950541687681732,-3.8545551,50.0,440.3612468242645,0.9287791103124619,0.043244656,0.043244656,0.01121996
21,19292,0.0,964600,-5.018188425650655,-3.854797,50.0,440.8228962421417,0.9584476798772812,0.025111226,0.025111226,0.0053285286
20,19312,0.0,965600,-5.460326291856795,-3.8522274,50.0,441.28101921081543,0.9530713148415089,0.08324476,0.08324476,0.009235558
21,19333,0.0,966650,-5.236715691114825,-3.8518698,50.0,441.7253634929657,0.9665001295506954,0.047345567,0.047345567,0.010391658
20,19353,0.0,967650,-4.773708328835843,-3.8576415,50.0,442.17734122276306,0.9606072008609772,0.027027277,0.027027277,0.010007759
21,19374,0.0,968700,-4.576659797306969,-3.859062,50.0,442.62364411354065,0.9159549251198769,0.034288596,0.034288596,0.010880731
20,19394,0.0,969700,-4.6824195072369745,-3.8596861,50.0,443.0830600261688,0.9224985465407372,0.041780125,0.041780125,0.012135662
21,19415,0.0,970750,-5.22795994188783,-3.861418,50.0,443.53891015052795,0.9616281799972057,0.036101222,0.036101222,0.010928754
20,19435,0.0,971750,-4.9318027888601605,-3.861214,50.0,443.99709820747375,0.9656889252364635,0.0372763,0.0372763,0.01005098
21,19456,0.0,972800,-4.6674771144249885,-3.8620586,50.0,444.45601868629456,0.9752480704337358,0.036022298,0.036022298,0.010214938
20,19476,0.0,973800,-5.024105126559203,-3.861082,50.0,444.91340804100037,0.9677970632910728,0.073526874,0.073526874,0.011985381
20,19496,0.0,974800,-4.73263309214747,-3.8636186,50.0,445.35934138298035,0.9773230645805597,0.028638354,0.028638354,0.013262473
21,19517,0.0,975850,-4.258568548656006,-3.8640218,50.0,445.81013083457947,0.9611166603863239,0.03413546,0.03413546,0.011029487
20,19537,0.0,976850,-4.316574108376467,-3.869018,50.0,446.2598810195923,0.944777350872755,0.036336187,0.036336187,0.010099548
21,19558,0.0,977900,-5.290692691168419,-3.870996,50.0,446.7078609466553,0.9785409886389971,0.030946437,0.030946437,0.010054972
20,19578,0.0,978900,-5.380502968209967,-3.8683453,50.0,447.1711781024933,0.9653253555297852,0.036051966,0.036051966,0.011678066
21,19599,0.0,979950,-4.795736100660309,-3.8689883,50.0,447.62388157844543,0.9500357210636139,0.037172493,0.037172493,0.008528402
20,19619,0.0,980950,-4.8126108067604045,-3.8671858,50.0,448.06982493400574,0.9705382138490677,0.033592843,0.033592843,0.013129106
21,19640,0.0,982000,-5.410814729339604,-3.8664322,50.0,448.5141553878784,0.9757490530610085,0.033929277,0.033929277,0.010143034
20,19660,0.0,983000,-5.581099600298988,-3.8689818,50.0,448.97281980514526,0.9478128775954247,0.03889674,0.03889674,0.010226533
21,19681,0.0,984050,-4.819277911545757,-3.8733823,50.0,449.42681074142456,0.9692252036184072,0.03843946,0.03843946,0.013485579
20,19701,0.0,985050,-4.075361374674401,-3.875671,50.0,449.8719367980957,0.9185798317193985,0.06329836,0.06329836,0.009445783
21,19722,0.0,986100,-4.455489150492236,-3.8761218,50.0,450.32008123397827,0.9801181387156248,0.0460968,0.0460968,0.01165251
20,19742,0.0,987100,-4.753644324274787,-3.8761275,50.0,450.7705421447754,0.9839155003428459,0.05142965,0.05142965,0.010020876
21,19763,0.0,988150,-4.904285773038465,-3.8775957,50.0,451.21370124816895,0.9535484723746777,0.040237762,0.040237762,0.0101248585
20,19783,0.0,989150,-5.233772868661945,-3.8763976,50.0,451.65811133384705,0.9788313116878271,0.04046792,0.04046792,0.011248441
21,19804,0.0,990200,-4.834549967732901,-3.8764727,50.0,452.1060166358948,0.9621634408831596,0.039912533,0.039912533,0.014528117
20,19824,0.0,991200,-4.6334098036451365,-3.8760066,50.0,452.55521941185,0.9748625848442316,0.025692841,0.025692841,0.011606301
21,19845,0.0,992250,-5.260116846875333,-3.8743916,50.0,453.01770067214966,0.9755546357482672,0.040010877,0.040010877,0.0102328975
20,19865,0.0,993250,-5.143828145203818,-3.8748798,50.0,453.4602987766266,0.9406663365662098,0.040275693,0.040275693,0.010410593
21,19886,0.0,994300,-4.779257063210818,-3.8795395,50.0,453.9115037918091,0.9636169075965881,0.035219394,0.035219394,0.010532442
20,19906,0.0,995300,-4.664610460408149,-3.8835146,50.0,454.36015343666077,0.9625643193721771,0.042842876,0.042842876,0.011235898
21,19927,0.0,996350,-4.36341341078028,-3.8829026,50.0,454.82038593292236,0.9538492932915688,0.07485867,0.07485867,0.009255698
20,19947,0.0,997350,-4.277769105358288,-3.881136,50.0,455.26702642440796,0.9774513281881809,0.03811467,0.03811467,0.010031046
21,19968,0.0,998400,-5.179286458636405,-3.884276,50.0,455.71138978004456,0.9771101661026478,0.03554679,0.03554679,0.010031939
20,19988,0.0,999400,-5.013859543179892,-3.8844986,50.0,456.1589047908783,0.9583322331309319,0.032251086,0.032251086,0.011982953
20,20008,0.0,1000400,-4.895764602998042,-3.884155,50.0,456.6084461212158,0.9872988061979413,0.037345544,0.037345544,0.012090484
