entropy,surrgain,optimgain,TimeElapsed,EpisodesSoFar,EpRewMean,meankl,entloss,EpLenMean,TimestepsSoFar,ev_tdlam_before,EpThisIter
1.2121797,0.005207807,0.005207807,310.03086376190186,2522,0.25,0.001386663,0.0,33.175,94202,0.02775251865386963,19
1.2250694,0.009325702,0.009325702,311.86061668395996,2541,0.1,0.0010481791,0.0,26.25,94702,0.023217439651489258,19
1.2492521,0.006661903,0.006661903,313.59686613082886,2558,0.125,0.00045964753,0.0,27.35,95206,0.027123093605041504,17
1.2460269,0.016572062,0.016572062,315.20115852355957,2579,0.1,0.0014208169,0.0,26.85,95730,0.04874682426452637,21
1.3128427,0.005602598,0.005602598,316.9298496246338,2586,0.3,0.0006172954,0.0,35.65,96241,-0.0035431385040283203,7
1.2944999,0.0058563054,0.0058563054,318.68839836120605,2600,0.3,0.0002944459,0.0,35.8,96731,0.0110931396484375,14
1.3236419,0.012170099,0.012170099,320.34494638442993,2607,0.475,0.0010411383,0.0,43.15,97186,-0.017957568168640137,7
1.257439,0.0068189073,0.0068189073,322.0111515522003,2628,0.325,0.00027564215,0.0,36.375,97788,0.11580675840377808,21
1.3057823,0.003364876,0.003364876,323.6460907459259,2638,0.4,0.00035489257,0.0,39.45,98263,0.006198763847351074,10
1.2607123,0.0064419843,0.0064419843,325.37871837615967,2655,0.2,0.0004707878,0.0,31.45,98753,0.057007789611816406,17
1.3137854,0.005237529,0.005237529,327.04919362068176,2663,0.425,0.00026355928,0.0,40.75,99307,-0.009323954582214355,8
1.2905871,0.0053934157,0.0053934157,328.62728929519653,2673,0.5,0.00034311027,0.0,44.4,99752,0.027298808097839355,10
1.262119,0.011209667,0.011209667,330.23527479171753,2688,0.475,0.0009004324,0.0,43.15,100320,0.04646337032318115,15
1.287544,0.011913028,0.011913028,331.9798595905304,2699,0.55,0.0013503276,0.0,46.05,100857,0.030068635940551758,11
1.2559237,0.0009751618,0.0009751618,333.5880744457245,2716,0.3,0.00028410606,0.0,34.825,101366,0.0352860689163208,17
1.258161,0.002911603,0.002911603,335.2356493473053,2732,0.25,0.00038663342,0.0,33.1,101805,0.025017619132995605,16
1.2734724,0.011559419,0.011559419,336.9122598171234,2746,0.25,0.0011395111,0.0,31.825,102342,0.018870174884796143,14
1.3010851,0.0091789365,0.0091789365,338.5669198036194,2755,0.4,0.0011501804,0.0,38.775,102894,0.0003846883773803711,9
1.2795725,0.002059199,0.002059199,340.2679386138916,2768,0.475,0.00017428045,0.0,42.475,103414,0.03509223461151123,13
1.2666357,0.003937885,0.003937885,341.82637119293213,2780,0.525,0.0009585955,0.0,44.9,103856,0.008621394634246826,12
1.2567666,0.004469827,0.004469827,343.56013560295105,2792,0.475,0.0003234083,0.0,43.375,104434,0.07133138179779053,12
