#{"t_start": 1522701142.748899, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
106.0,1337,9106.326476
394.0,1710,9120.901677
266.0,1677,9134.904539
257.0,1646,9148.705101
227.0,1768,9163.562103
339.0,1474,9176.076452
355.0,1691,9190.606422
54.0,818,9197.293072
379.0,1874,9213.044936
232.0,2285,9232.292089
398.0,1721,9246.741507
337.0,1729,9261.118214
234.0,1735,9275.531872
91.0,896,9283.222502
408.0,1619,9297.163997
132.0,1657,9311.23226
159.0,1475,9323.291883
290.0,1835,9338.91967
204.0,1504,9352.132243
301.0,2095,9369.366076
144.0,1644,9383.213667
189.0,1597,9396.82835
412.0,2705,9419.572691
295.0,1824,9434.773161
368.0,1692,9448.948957
181.0,1606,9462.523918
195.0,1485,9475.152908
257.0,1730,9489.866134
112.0,1639,9503.711623
342.0,1868,9519.161959
400.0,1536,9531.953383
425.0,2152,9550.083725
298.0,1170,9559.798043
387.0,2119,9577.364794
423.0,3073,9602.99166
104.0,1387,9614.634978
404.0,1868,9630.324425
219.0,1595,9644.301303
36.0,867,9651.229065
391.0,2106,9669.007266
83.0,1129,9678.325108
377.0,1942,9694.542829
411.0,2511,9715.861077
44.0,787,9723.260526
375.0,2015,9740.392015
143.0,1448,9752.690684
113.0,1382,9764.512185
385.0,2157,9782.640872
149.0,1514,9795.610731
379.0,1772,9810.349222
414.0,3037,9836.220658
323.0,1770,9850.877982
431.0,2681,9873.733799
315.0,1985,9890.359463
190.0,1496,9903.127009
369.0,2036,9920.131545
303.0,1666,9934.197656
265.0,1792,9949.081748
395.0,2002,9965.937221
394.0,2097,9983.522935
405.0,1943,9999.731823
363.0,1981,10016.375595
65.0,1353,10027.705785
429.0,2501,10048.849459
263.0,1341,10060.00624
391.0,1391,10071.817951
406.0,2207,10090.36761
219.0,1639,10104.227952
356.0,2069,10121.553063
284.0,1862,10137.16438
221.0,1483,10150.394557
139.0,1528,10163.056647
257.0,1739,10177.775824
245.0,1367,10189.740718
220.0,1457,10202.04037
391.0,1346,10213.235937
381.0,1998,10230.117701
219.0,1327,10241.120539
315.0,1545,10254.156688
97.0,1525,10267.195932
111.0,1601,10280.409061
242.0,1716,10294.798198
300.0,1968,10310.993978
156.0,1618,10323.970889
245.0,1915,10339.452762
282.0,1510,10351.718221
377.0,1487,10363.623468
75.0,1254,10373.803713
294.0,1504,10386.262229
411.0,2108,10403.496155
362.0,1660,10416.936856
179.0,1555,10429.643962
428.0,3061,10454.356318
384.0,1166,10463.883441
427.0,3243,10490.148961
54.0,1025,10498.417528
52.0,1195,10508.207276
359.0,1561,10520.823289
194.0,1503,10533.008211
237.0,1695,10546.77025
378.0,1730,10560.792306
347.0,1773,10575.371255
404.0,2391,10595.051217
280.0,1706,10609.053037
52.0,1077,10617.686513
22.0,788,10624.114299
135.0,1356,10635.088322
277.0,1666,10648.460819
421.0,2515,10669.021943
143.0,985,10676.879739
296.0,1533,10691.330809
111.0,1351,10703.44735
375.0,1951,10719.986221
416.0,2403,10741.480062
35.0,955,10750.022425
357.0,1702,10764.07244
387.0,1960,10779.88307
268.0,1729,10795.513584
423.0,2988,10822.233469
261.0,1883,10839.029015
78.0,1162,10848.432473
117.0,1530,10860.669375
346.0,1520,10873.028087
422.0,2416,10893.014031
249.0,1851,10908.263966
413.0,2169,10925.90362
279.0,1623,10940.562347
341.0,1569,10953.419822
86.0,1214,10965.703463
92.0,1316,10976.526571
430.0,2693,10999.101382
40.0,1167,11008.792243
425.0,3601,11038.24499
386.0,2434,11058.28361
