Average reward
-1212.1537860834273
-1180.5744369244924
-1144.0783769166458
-1197.5159139221234
-1250.134412740433
-1205.6133376856405
-1190.0271377248177
-1182.2395807534965
-1115.055871797342
-1228.9146448233512
-1070.4684654956293
-1095.6737828847697
-1164.8217938077237
-1179.194600054509
-1222.699534877177
-1131.2717229545747
-1273.461712872382
-1325.458076687914
-1124.555838192161
-1169.5651635310226
-1209.9716037838705
-1184.311651887103
-1267.4335618599348
-1136.7211483951662
-1181.2377490973859
-1110.5280983448579
-1226.9459814771099
-1271.1191481688425
-1130.0761409295135
-1230.9021008775906
-1223.2928005029567
-1139.7566250843233
-1119.403686060385
-1231.9954606658828
-1224.5529357901523
-1241.3570565589241
-1169.0672286914619
-1178.4632504193964
-1166.337317773307
-1194.742520611836
-1222.7641123280794
-1128.6946307935336
-1116.4637414859685
-1111.7691067970889
-1154.9539285647436
-1109.9068097724842
-1184.6193341565756
-1147.5122375587084
-1167.1944262307757
-1175.4395957991962
-1136.484081493726
-1209.2800130375335
-1130.0701694708218
-1240.2581792658066
-1242.263694329218
-1206.4190666917955
-1157.513800126562
-1157.367080618661
-1143.7040391990752
-1162.9709210196638
-1127.4889475924074
-1274.6391861822287
-1116.0928746855743
-1166.4006643464893
-1098.3488454704943
-1126.4372557428217
-1137.1845870693223
-1167.9841994992014
-1115.5589814051486
-1164.0682114023298
-1174.3992722995097
-1238.3051902020454
-1050.412541295877
-1154.5441201731146
-1144.2005518584547
-1116.2090706947806
-1263.92194013523
-1094.4594076123146
-1269.7361086112344
-1132.2694031571782
-1130.3218882854017
-1120.5973990560663
-1190.9230043243087
-1173.6901595996576
-1107.0701466502433
-1110.485661982266
-1175.8029599091935
-1138.032464883224
-1133.3880997491108
-1157.7056532210877
-1069.0567522534636
-1166.3952415533233
-1115.1805475715123
-1048.8259955753072
-1062.975719499173
-1046.6946058251572
-1078.6372113989435
-1180.235045580489
-1114.192335924699
-1134.6666285780987
-1146.0285878458535
-1082.9688999606394
-1163.1701506027216
-1036.0494532979412
-1160.9752845475496
-1078.3743665455177
-1090.4511559325395
-1035.7554073179092
-1132.484188374476
-1089.598429365639
-1090.361678603696
-1025.964741219358
-999.0312646198538
-1051.7663626586154
-994.7633657916465
-1008.6995471964018
-1085.4902831521313
-970.6520554079369
-1032.1394622846105
-1007.2059361393809
-946.3974928638643
-898.6425086667791
-954.1351023750259
-994.8016797321733
-954.6775296029825
-1024.1025285726193
-1124.3267091406158
-902.2770948736628
-886.798971874717
-920.62523495577
-1037.0485859343169
-912.9347510877108
-862.6939929331701
-884.5894113085035
-885.9849343278044
-931.9318017064107
-917.4745307926479
-850.6895508648932
-916.6603346461027
-816.0001269100993
-874.8156928179667
-938.0306989689946
-880.891209432095
-906.9706138104154
-904.1852720064758
-821.0865449577504
-883.4071487416446
-895.0975641383988
-884.8503812320737
-847.7046937901215
-854.6065558879968
-799.2528245069133
-812.3731260206109
-803.8147364399167
-927.9338147226243
-868.4944651178945
-791.0351412632215
-802.724776670594
-840.4878255704004
-875.9571511218011
-855.1532429574908
-815.9639327431123
-771.6714445289495
-839.5869631423054
-781.6470817110837
-776.442803977674
-767.0259143985368
-881.0506033610192
-882.6273422258259
-787.7997987786649
-833.5914061804874
-765.9478058794355
-732.7363367324068
-740.6079609035418
-705.4168230510179
-723.8630569444832
-769.4740402686574
-753.6119021258752
-715.5668195213703
-689.7477166542049
-652.3893843032148
-730.9868770819098
-724.5290785580174
-699.5013787606648
-720.1107039844902
-726.7896388925469
-753.6460082336375
-721.8279530885018
-707.639549670726
-697.778714099802
-721.3846712130645
-674.9071708933751
-725.5859662005046
-691.9244722098077
-642.022567323117
-714.6434204600245
-701.2663750904023
-633.7930401183746
-664.8273893230734
-567.8446294402505
