time_elapsed,approxkl,fps,nupdates,clipfrac,total_timesteps,explained_variance,serial_timesteps,eplenmean,eprewmean,policy_entropy,value_loss,policy_loss
153.970294713974,0.020175794,1400,109,0.2340332,223232,0.877176471054554,223232,50.0,-9.56141553,-2.0109289,0.00012327817,-0.012836884
155.41514492034912,0.016267935,1417,110,0.19726562,225280,0.9107253029942513,225280,50.0,-10.226105469999998,-2.0429463,0.00013629733,-0.006001696
156.8036859035492,0.015210028,1475,111,0.18867187,227328,0.9080994501709938,227328,50.0,-10.288632009999999,-2.0560706,0.00010315292,-0.0026081682
158.3280589580536,0.01886759,1343,112,0.22421876,229376,0.9249511808156967,229376,50.0,-9.996833930000001,-2.0621886,0.000103433,-0.008300838
159.70645427703857,0.023544934,1486,113,0.24389648,231424,0.9381981194019318,231424,50.0,-10.34045436,-2.0589147,0.00010288111,-0.008714725
161.38024044036865,0.019927232,1223,114,0.2277832,233472,0.9366050735116005,233472,50.0,-10.69065986,-2.070219,0.00010336378,-0.007345474
163.03292846679688,0.02092629,1239,115,0.24018554,235520,0.9141986519098282,235520,50.0,-10.98491023,-2.0876257,0.00012013536,-0.0073098554
164.59254240989685,0.020862876,1313,116,0.23867187,237568,0.9106274843215942,237568,50.0,-10.676612969999999,-2.1131957,0.00011414995,-0.0044138674
166.26605772972107,0.019971672,1224,117,0.23520508,239616,0.936875656247139,239616,50.0,-10.04419568,-2.1347868,9.881327e-05,-0.002575652
167.6196141242981,0.023113156,1513,118,0.24750976,241664,0.9393617250025272,241664,50.0,-10.013178430000002,-2.1506002,8.74603e-05,-0.008402729
168.97517371177673,0.016896835,1511,119,0.20244141,243712,0.9429770484566689,243712,50.0,-10.290400409999997,-2.1582062,8.1175436e-05,-0.0060125766
170.4255702495575,0.020717219,1412,120,0.24726562,245760,0.9083585068583488,245760,50.0,-10.663969320000001,-2.1677442,0.00014397144,-0.008530001
172.15108346939087,0.022894636,1187,121,0.25263673,247808,0.9366241842508316,247808,50.0,-10.425160070000002,-2.1891916,0.00010128772,-0.009811501
173.76239252090454,0.021581788,1271,122,0.23876953,249856,0.9002427086234093,249856,50.0,-9.76037661,-2.2306266,0.00013431968,-0.007526676
175.45522284507751,0.018928055,1210,123,0.22460938,251904,0.919471025466919,251904,50.0,-9.83182751,-2.255644,0.000132038,-0.008221387
177.2187695503235,0.019959908,1161,124,0.22915038,253952,0.9347275048494339,253952,50.0,-9.83780776,-2.268847,9.051387e-05,-0.0013374012
